Gaia DR2 2232494455384800768|TOI-1758|TIC 367858035
TIC 137906197|Gaia DR2 852857845015534080|TOI-1768
Gaia DR2 749676822006222464|TOI-1772|TIC 85293053
Kepler-785|Gaia DR2 2052722689341030656|TIC 137402055
TOI-1775|Gaia DR2 803285607362611840|TIC 9348006
Gaia DR2 778052193462283648|TIC 21535395|HIP 53688|TOI-1776
Gaia DR2 810069697186043264|HIP 49576|TOI-1777|TIC 29191624
Gaia DR2 1011435012611142784|TIC 39699648|HIP 44746|HD 77946
Gaia DR2 1711970906169443584|TOI-1782|TIC 160045097
TIC 158625964|Gaia DR2 2130368310704421120|Kepler-105
Gaia DR2 2080605823183999616|TIC 272078218|Kepler-784
TOI-1794|Gaia DR2 1552562610862328576|TIC 286916251
Gaia DR2 1505890751741673856|TIC 198153540|TOI-1798
TOI-1799|Gaia DR2 761300339243646848|HIP 54491|TIC 8967242
TOI-1801|HIP 57099|TIC 119584412|Gaia DR2 3980045523465047168
TIC 144401492|Gaia DR2 4031575166693272832|TOI-1803
TIC 166648874|TOI-1806|Gaia DR2 733540939112687104
TIC 376524552|Gaia DR2 3962403923821595264|TOI-1811
TIC 393831507|TOI-1820|Gaia DR2 4009018273332089088
Gaia DR2 1676299557803904000|TOI-1823|TIC 142381532
Gaia DR2 1675511792082576384|TIC 142387023|TOI-1824
HD 148193|Gaia DR2 1428639816392087552|TOI-1836|TIC 207468071
Gaia DR2 1233227944114002688|TIC 73540072|TOI-1853
TIC 81247740|Gaia DR2 1247603715050122752|TOI-1855
Gaia DR2 2259354802894412928|TIC 229742722|TOI-1859
TIC 348755728|TOI-1883|Gaia DR2 5735744144510573696
Gaia DR2 644224345413418880|HIP 47288|TOI-1898|TIC 91987762
Gaia DR2 5489726768531119616|TIC 268301217|TOI-1937 A
TIC 445903569|TOI-1994|Gaia DR2 5405557504173563648
TIC 371188886|TOI-2000|Gaia DR2 5244434756689177088
TOI-2005|Gaia DR2 5388416255319817856|TIC 147660886
TIC 26547036|Gaia DR2 2136815881249993600|TOI-2010
TIC 368287008|TOI-2015|Gaia DR2 1270814787767025408
Gaia DR2 1402405129651594624|TOI-2019|TIC 159781361
TOI-2025|TIC 394050135|Gaia DR2 2296342614570999552
Kepler-831|Gaia DR2 2077954866292643840|TIC 271346561
TIC 271354351|Gaia DR2 2080095679848047872|KOI-217
TIC 271433874|Kepler-830|Gaia DR2 2077956171962729856
Gaia DR2 1404488390652463872|TOI-2048|TIC 159873822
Gaia DR2 1581657479535392256|TOI-2068|TIC 417931300
Kepler-1746|Gaia DR2 2102490189082470528|TIC 158722379
TOI-2084|Gaia DR2 1652137995942479744|TIC 441738827
Gaia DR2 1656835487573730048|TIC 441765914|TOI-2088
TIC 235678745|Gaia DR2 2268372099615724288|TOI-2095
Gaia DR2 1126422935076082176|TOI-2096|TIC 142748283
Gaia DR2 6633448311454447232|TOI-2107|TIC 446549906
TIC 123451768|Gaia DR2 2104759585381348608|Kepler-829
TOI-2120|Gaia DR2 513299860904522752|TIC 389900760
TIC 270525576|Gaia DR2 2077819763799736192|Kepler-1745
TIC 21832928|TOI-2128|Gaia DR2 1334288219648212352|HIP 83827
TIC 75878355|Gaia DR2 4610267648427698816|TOI-2134
Gaia DR2 4548496986402688384|TIC 287256467|TOI-2141
TIC 123495874|Gaia DR2 2107114704928577792|Kepler-422
Gaia DR2 1344163891352965632|TIC 88992642|HIP 86040|TOI-2145
TIC 395393265|Gaia DR2 562109759036198272|TOI-2152
Gaia DR2 570653411060484480|TOI-2154|TIC 428787891
TIC 158386765|Gaia DR2 2105474852056221824|Kepler-828
TIC 342642208|Gaia DR2 4525545299652540672|TOI-2158
TIC 158216544|Kepler-293|Gaia DR2 2105506119417943168
Kepler-292|TIC 271960465|Gaia DR2 2077140987172577408
Gaia DR2 6373308503181838592|TOI-2193 A|TIC 401604346
Gaia DR2 6748283784056800384|TIC 271478281|TOI-2194
Gaia DR2 6375983988633147392|TOI-2196|TIC 372172128
TOI-2207|Gaia DR2 6675883485986480256|TIC 90850770
Kepler-291|Gaia DR2 2102509125599126144|TIC 158631683
HIP 101503|TIC 212253390|Gaia DR2 6796762076358897408|TOI-2211
Gaia DR2 2077889892023816960|TIC 271537530|Kepler-61
Gaia DR2 4613145315172329984|TOI-2236|TIC 394722182
TIC 158218214|Gaia DR2 2105538623730974848|Kepler-290
Gaia DR2 2101955968172274432|Kepler-1744|TIC 159575346
TIC 63452790|Kepler-423|Gaia DR2 2128273225659492608
TIC 271958892|Gaia DR2 2078000289864478976|Kepler-1987
TIC 8348911|TOI-2266|Gaia DR2 1319243773843954304
Gaia DR2 2110345512468201344|TOI-2274|TIC 289164482
TIC 271346509|Kepler-827|Gaia DR2 2077954724552784640
Gaia DR2 2144184945615891712|TOI-2295|TIC 48018596
TOI-2328|TIC 394287035|Gaia DR2 4619939536821435904
TIC 24358417|Gaia DR2 4822916912388338176|TOI-2338
Gaia DR2 2076692386427776768|Kepler-487|TIC 139158696
Gaia DR2 2080266967444876032|TIC 272844987|KIC 9663113
TOI-2364|TIC 39414571|Gaia DR2 3022644120017418496
Kepler-889|Gaia DR2 2130131297229656832|TIC 26474039
TOI-2368|Gaia DR2 5325498111172934784|TIC 401125028
TOI-2373|TIC 332558858|Gaia DR2 5097529733950580736
Gaia DR2 6828814283414902912|TIC 439366538|TOI-2374
Kepler-888|TIC 27531978|Gaia DR2 2134932314753757312
Gaia DR2 6521531466699512064|TIC 201177276|TOI-2379
TIC 382602147|Gaia DR2 4699702272124241152|TOI-2384
Gaia DR2 2101093092063293824|Kepler-887|TIC 122293639
Gaia DR2 2105673726221976576|TIC 158215023|Kepler-886
TIC 299030528|Kepler-885|Gaia DR2 2132686356093801472
Gaia DR2 4680527991927519744|TIC 237922465|TOI-2416
Gaia DR2 2356241774669130880|TIC 268532343|TOI-2420
Gaia DR2 4968289907406396160|TOI-2421|TIC 70524163
TIC 48419201|Gaia DR2 2131859244171951616|Kepler-853
TOI-2447|Gaia DR2 4877544322252002048|TIC 1167538
Gaia DR2 2086727319810829440|TIC 28089606|Kepler-852
HD 34562|Gaia DR2 3233785128901216128|TOI-2458|TIC 449197831
TIC 192790476|Gaia DR2 4807503030677131392|TOI-2459
Gaia DR2 2107317358665730688|TIC 164833065|Kepler-26
TIC 26657091|Gaia DR2 2129894833510904448|Kepler-884
TOI-2485|TIC 328934463|Gaia DR2 1443530261848942336
TIC 243271051|Gaia DR2 2133609705341815680|Kepler-883
Gaia DR2 2130625287187139072|TIC 158393923|Kepler-59
Gaia DR2 3342228616422593664|TIC 97568467|TOI-2497
TIC 263179590|TOI-2498|Gaia DR2 3330907293088717824
Gaia DR2 2077988401397704320|TIC 271158747|Kepler-882
TOI-2524|TIC 169249234|Gaia DR2 3802583419029393152
TIC 149601126|Gaia DR2 4758931211166869632|TOI-2525
Gaia DR2 2127766969273092864|TIC 158936201|Kepler-881
TIC 269333648|TOI-2529|Gaia DR2 5513558648700780416
TIC 351803495|Gaia DR2 2105274977158196480|Kepler-880
TIC 399967279|Gaia DR2 12320268307415552|TOI-2537
TIC 149845414|TOI-2545|Gaia DR2 5762607889340459008
TIC 164892194|Kepler-43|Gaia DR2 2107314266289095296
Kepler-879|Gaia DR2 2135398473324811392|TIC 27639443
TIC 258920431|TOI-2567|Gaia DR2 2254929887069708160
Gaia DR2 3445148131761842944|TOI-2570|TIC 239816546
Kepler-878|Gaia DR2 2107313098057987712|TIC 164892142
Gaia DR2 490410811948906752|TIC 102713734|TOI-2580
Gaia DR2 2115776451371641984|TOI-2583 A|TIC 7548817
TIC 68007716|TOI-2587 A|Gaia DR2 3085216850017388672
TIC 159175206|Gaia DR2 2127712955764258048|Kepler-877
Gaia DR2 5566108398204103424|TIC 157698565|TOI-2589
Kepler-876|Gaia DR2 2105095348745153536|TIC 164529393
Gaia DR2 2078729609672614784|TIC 273141643|Kepler-875
Kepler-874|TIC 271347296|Gaia DR2 2077967888633787264
Kepler-873|Gaia DR2 2135506706499750656|TIC 27843860
Gaia DR2 2105113765565227648|Kepler-303|TIC 164460208
Gaia DR2 5382970374226953600|TOI-2641|TIC 162802770
Gaia DR2 2078097665364576384|Kepler-872|TIC 271669275
Kepler-871|Gaia DR2 2078175627609397376|TIC 271158815
TIC 27455225|Kepler-870|Gaia DR2 2135175478621290624
TIC 332534326|TOI-2714|Gaia DR2 5098036746249924224
TIC 299218299|Kepler-869|Gaia DR2 2133140076439141376
TIC 123447451|Gaia DR2 2119507506642066176|Kepler-868
Gaia DR2 2133767931937168512|TIC 399915645|Kepler-867
TOI-2768|TIC 443556801|Gaia DR2 2950113598541387776
Gaia DR2 2130632159134827392
Gaia DR2 2102794517586604288|TIC 159307214|Kepler-866
Gaia DR2 2078648211455026432|Kepler-865|TIC 273499989
TOI-2796|Gaia DR2 3222453935725951488|TIC 220076110
TIC 124379043|TOI-2803 A|Gaia DR2 2913482170369046656
TIC 164836049|Kepler-864|Gaia DR2 2107279803471399168
TOI-2818|TIC 151483286|Gaia DR2 5545555570947605376
Gaia DR2 2078549908245590400|TIC 273500946|Kepler-863
Gaia DR2 3046327742219111808|TIC 178162579|TOI-2842
Kepler-1754|Gaia DR2 2134972275129562752|TIC 27532561
TIC 273379660|Gaia DR2 2080286483776060544|Kepler-862
Kepler-1753|Gaia DR2 2130405075624683136|TIC 158664331
Gaia DR2 2128256286308183552|TIC 63206411|Kepler-861
TIC 270951852|Kepler-302|Gaia DR2 2078195212660287616
Gaia DR2 2119583201145735808|TIC 123357864|Kepler-102
TIC 271774166|Gaia DR2 2080406364902715776|Kepler-860
TIC 361343239|TOI-2977|Gaia DR2 5305241494923209856
TIC 287145649|Gaia DR2 5458258092906639232|TOI-2981
Kepler-859|TIC 158317824|Gaia DR2 2105604800586437760
Kepler-858|Gaia DR2 2133344791759137152|TIC 299089652
Gaia DR2 5227928170880093568|TIC 454248975|TOI-3023
Gaia DR2 2136207095405014912|TIC 417655835|Kepler-1752
TIC 169457234|Kepler-1669|Gaia DR2 2073652546016392448
TIC 271158887|Kepler-857|Gaia DR2 2078176589682140160
TOI-3071|TIC 452006073|Gaia DR2 5342880462319699200
Kepler-14|TIC 158561566
Gaia DR2 3509135344808097024|TOI-3082|TIC 428699140
Gaia DR2 2080249100380387712|TIC 273132513|Kepler-1668
Gaia DR2 2127698215436676864|Kepler-856|TIC 159054620
Gaia DR2 6171451912217279872|NGTS-27|TIC 305739565
Gaia DR2 2078088005976092416|TIC 271431851|Kepler-855
TIC 243641947|Gaia DR2 6107144260251920000|TOI-3235
TOI-3261|Gaia DR2 4640654168385886592|TIC 358070912
Gaia DR2 2086439488284337536|TIC 273873718|Kepler-125
TOI-3321|Gaia DR2 5909085279371278336|TIC 306648160
Gaia DR2 4042548116644168832|TIC 194795551|TOI-3331 A
Gaia DR2 5212899427468919296|TIC 391903064|TOI-3353
Gaia DR2 5409268527708808320|TIC 280655495|TOI-3364
Gaia DR2 2103062523544455296|TIC 158726129|Kepler-890
HD 119355|TIC 203377303|Gaia DR2 6192360843805622528|TOI-3493
TIC 377909730|Gaia DR2 2076565805151925760|Kepler-304
TOI-3540 A|Gaia DR2 1896138833241139584|TIC 17865622
TIC 160390955|Gaia DR2 1950477552581609984|TOI-3568
TIC 171879024|Kepler-305|Gaia DR2 2073547954981763328
TIC 122713286|Gaia DR2 2101493898411455360|Kepler-891
Gaia DR2 2102067396802935680|TIC 121660143|Kepler-306
Kepler-892|Gaia DR2 2105327723655307648|TIC 164459949
Kepler-893|Gaia DR2 2105847174181385600|TIC 164830125
Gaia DR2 2086449761846310784|Kepler-17|TIC 273874849
Kepler-894|TIC 158838278|Gaia DR2 2130777191591084032
Gaia DR2 454187981188647168|TOI-3688 A|TIC 245509452
Gaia DR2 404433018447476096|TOI-3693|TIC 240823272
Gaia DR2 2073715630497465856|TIC 239225129|Kepler-1755
Gaia DR2 2086306584816171392|Kepler-87|TIC 273592336
TIC 169930145|Gaia DR2 2073691303802278784|Kepler-307
Kepler-895|Gaia DR2 2133259510888931456|TIC 299217801
Gaia DR2 996878131494639488|TOI-3757|TIC 445751830
Gaia DR2 2105221139747765504|Kepler-896|TIC 123490277
TIC 458419328|TOI-3785|Gaia DR2 1044013542142711296
Gaia DR2 2086625752425381632|Kepler-107|TIC 27988327
WASP-194|Gaia DR2 2139082524468869248|TIC 400432230
TIC 290005350|Kepler-897|Gaia DR2 2139225048663855872
TIC 289661991|Gaia DR2 1117620107545810944|TOI-3807
TIC 158272820|Gaia DR2 2130552994298492288|Kepler-898
Gaia DR2 876608292608416512|TOI-3819|TIC 95660472
Gaia DR2 2073746932220288256|Kepler-899|TIC 169557750
TIC 272278496|Kepler-900|Gaia DR2 2080548957816447872
TOI-3837|TIC 308073360|Gaia DR2 726500525642401536
Kepler-901|Gaia DR2 2101525749889208576|TIC 122712179
Kepler-84|Gaia DR2 2073776859551124992|TIC 170646917
Gaia DR2 2086312941367921408|Kepler-1757|TIC 273378480
Gaia DR2 3919169687804622336|TIC 86263325|TOI-3884
TOI-3894|Gaia DR2 1562935820172427392|TIC 165464482
TIC 184162776|Kepler-308|Gaia DR2 2076400156855612416
TOI-3912|TIC 156648452|Gaia DR2 1255520718461480960
TIC 23769326|Gaia DR2 1497132660589966976|TOI-3919
TIC 159172027|Kepler-902|Gaia DR2 2127832768171557632
TIC 273373488|Gaia DR2 2086315415269037696|Kepler-309
TIC 158840828|Gaia DR2 2127798442794047104|Kepler-310
TIC 170647523|KOI-1599|Gaia DR2 2073779161653824640
TOI-3976 A|Gaia DR2 1585783740516554624|TIC 154293917
Gaia DR2 2101340791416961664|TIC 121732589|Kepler-903
TIC 20182780|TOI-3984 A|Gaia DR2 1291955578869575552
TIC 169932440|Gaia DR2 2073662166743600896|Kepler-1758
TIC 121789066|Gaia DR2 2101298357139960576|Kepler-904
Gaia DR2 525352325110310400|TOI-4010|TIC 352682207
Gaia DR2 2127811705651952000|TIC 159225367|Kepler-905
TIC 351898154|Gaia DR2 2119534646538533888|Kepler-311
WASP-195|Gaia DR2 1411707818360668416|TIC 232567319
TIC 137154728|Gaia DR2 2053438127812903296|Kepler-906
TOI-4087|Gaia DR2 1725490333641502976|TIC 310002617
TOI-4127|TIC 141488193|Gaia DR2 1111639314047794944
TIC 417646390|Gaia DR2 497750842338402560|TOI-4137
TOI-4145 A|Gaia DR2 568619413331898240|TIC 279947414
Gaia DR2 2299246592282070400|TOI-4153|TIC 470171739
TIC 394357918|Gaia DR2 4620574887039870720|TOI-4184
TIC 7422496|HIP 25359|Gaia DR2 4799563663371481344|HD 35843
TIC 26751563|Gaia DR2 2128925579652377472|Kepler-110
Gaia DR2 2997312063605005056|TOI-4201|TIC 95057860
TIC 151920165|Gaia DR2 5397086969654628864|NGTS-24
Kepler-509|TIC 416283848|Gaia DR2 2129495057954829952
Kepler-1756|Gaia DR2 2076572092984362880|TIC 377910183
Gaia DR2 4886243456388510720|TIC 44898913|LP 890-9
Gaia DR2 6565868036138018304|TIC 144193715|TOI-4308
Gaia DR2 2134719834131370496|Kepler-466|TIC 27644083
Kepler-23|Gaia DR2 2135019107451751168|TIC 27083727
TIC 166184428|Gaia DR2 6113245033656232448|TOI-4336 A
Gaia DR2 6355915466180482944|TOI-4342|TIC 354944123
Gaia DR2 2100654421280638976|TIC 120765800|Kepler-121
TIC 270779644|Gaia DR2 2077618037775709568|Kepler-449
TIC 4070275|TOI-4364|Gaia DR2 3210444215030339584
Kepler-450|Gaia DR2 2135590578620605568|TIC 27534138
Kepler-130|Gaia DR2 2101305259145506816|TIC 121603794
TIC 394918211|TOI-4377|Gaia DR2 5197568146570178176
Gaia DR2 6027376203516634112|TOI-4379|TIC 97766057
Kepler-1663|TIC 407001589|Gaia DR2 2129578826996503040
Kepler-133|TIC 28089143|Gaia DR2 2086718317558873984
Gaia DR2 2131505514964760832|Kepler-529|TIC 158108219
TOI-4406|Gaia DR2 4910452812646300544|TIC 206541859
Kepler-149|Gaia DR2 2100015089629466112|TIC 120638033
TIC 158387462|Kepler-152|Gaia DR2 2105435544515167232
TIC 48188777|Kepler-153|Gaia DR2 2119711156811669120
TIC 22233480|TOI-4438|Gaia DR2 4606416269652179328
Gaia DR2 4529634417760144896|TOI-4443|TIC 158241252
Kepler-553|TIC 264508613|Gaia DR2 2086498312157538688
TIC 122716806|Gaia DR2 2052941389074846336|Kepler-157
Gaia DR2 4524517290642206336|TIC 8599009|TOI-4463 A
TIC 120826158|TOI-4495|Gaia DR2 2099011888349441536
Kepler-162|Gaia DR2 2078852754973778560|TIC 273036401
TIC 349972412|Gaia DR2 5289275864525400704|TOI-4504
TIC 158561894|Kepler-164|Gaia DR2 2130889204338693504
Gaia DR2 289464440515102976|TIC 456862677|TOI-4515
Gaia DR2 30398648945512960|TIC 333657795|HIP 15249|HD 20329
TIC 137686948|Kepler-167|Gaia DR2 2051933102555095936
TOI-4551|TIC 204650483|Gaia DR2 3476605537386300032
TIC 378087276|Gaia DR2 2076454926274192128|Kepler-168
TIC 271169413|Gaia DR2 6173120554255287808|TOI-4559
Gaia DR2 5288681857665822080|TOI-4562|TIC 349576261
TIC 271159950|Gaia DR2 2078286197246582016|Kepler-176
Gaia DR2 2106339927188171776|TIC 158172348|Kepler-177
TIC 219854519|TOI-4582|Gaia DR2 1636984973365053056
Gaia DR2 2130634667395736704|TIC 158394235|Kepler-178
TOI-4600|TIC 232608943|Gaia DR2 1631416599805196544
TIC 467651916|Gaia DR2 169256041140206848|HIP 18841|TOI-4602
Gaia DR2 3402980516507429888|HD 245134|TIC 437856897|TOI-4603
TIC 27767452|Kepler-181|Gaia DR2 2135292507890372224
TOI-4633|Gaia DR2 1630906044157332224|TIC 307958020
Gaia DR2 2775311010868306048|TOI-4638|TIC 58824746
TIC 436873727|Gaia DR2 114340658009875072|HIP 13224|TOI-4641
Kepler-183|TIC 138214374|Gaia DR2 2052452140764708480
Gaia DR2 2053546910744629504|Kepler-598|TIC 137969066
Kepler-193|Gaia DR2 2080334106374197376|TIC 272496083
WASP-116|Gaia DR2 2493785078665571200|TIC 332911893
TIC 27239696|Kepler-464|Gaia DR2 2134798444914611712
Kepler-194|Gaia DR2 2129234336259850240|TIC 63070427
Gaia DR2 2076391669999950720|TIC 184090767|Kepler-199
Kepler-207|Gaia DR2 2101898759208960640|TIC 159217436
TIC 164786172|Gaia DR2 2106710978002603904|Kepler-647
Kepler-214|TIC 164785720|Gaia DR2 2106748052160620928
TIC 271662623|Kepler-218|Gaia DR2 2080452613110460928
Gaia DR2 2127771917075703424|TIC 158838045|Kepler-219
TIC 273876171|Kepler-223|Gaia DR2 2086337508581280256
TIC 159642189|Gaia DR2 2129161734133025408|Kepler-224
Kepler-225|Gaia DR2 2128469007448159232|TIC 63203294
Gaia DR2 2131287021388901504|Kepler-124|TIC 399860218
Gaia DR2 2128504397979254528|TIC 63204017|Kepler-226
Gaia DR2 2129273849959814656|TIC 26539443|Kepler-227
Gaia DR2 2930141657016297216|TOI-4791|TIC 100389539
TIC 27686898|Gaia DR2 2135595045386787200|Kepler-232
Kepler-235|TIC 120765183|Gaia DR2 2100082125479729792
Gaia DR2 2101188990094347648|TIC 122446315|Kepler-53
TIC 121460918|Gaia DR2 2100624562669914240|Kepler-238
Kepler-240|TIC 122712446|Gaia DR2 2101521042605000832
Kepler-241|TIC 137899939|Gaia DR2 2053551068272937088
Gaia DR2 2103934504985435904|Kepler-242|TIC 120899945
TOI-4860|Gaia DR2 3571038605366263424|TIC 335590096
TIC 322807371|Gaia DR2 3533836281547278848|NGTS-30
Kepler-244|TIC 158426969|Gaia DR2 2102469921138142208
Gaia DR2 2078807228323035008|TIC 272942100|Kepler-249
TIC 158665380|Kepler-254|Gaia DR2 2130250731680096384
TIC 270788519|Gaia DR2 2128013019361703936|Kepler-31
Gaia DR2 2080202611655694336|TIC 272083669|Kepler-255
Gaia DR2 2079523903745213056|TIC 273685548|Kepler-1666
Gaia DR2 6176542204376734592|TIC 49254857|TOI-4914
Gaia DR2 2134850847813263360|TIC 27774415|Kepler-15
TIC 293607057|BD-14 3065 A|Gaia DR2 3751877374435102720
TIC 277128619|TOI-4994|Gaia DR2 6364463103935391232
Gaia DR2 2076955822541823744|Kepler-171|TIC 239229224
TOI-5005|Gaia DR2 5984530842395365248|TIC 282485660
TIC 164555597|Kepler-732|Gaia DR2 2107406178588473728
TOI-5027|Gaia DR2 5820908638718592256|TIC 361711730
TIC 158935283|Gaia DR2 2127355923723254272|Kepler-33
Gaia DR2 55752218851048320|TIC 303432813|HIP 15683|TOI-5076
TOI-5082|HIP 34271|Gaia DR2 3368214650329888512|TIC 437011608
HIP 54186|TIC 350348197|TOI-5108|Gaia DR2 3868491612036282752
TIC 239977528|TOI-5110|Gaia DR2 3439633221952197120
Gaia DR2 623633615066248576|TOI-5126|TIC 27064468
Gaia DR2 3815937670648091392|TIC 281837575|TOI-5143
TIC 49428710|Gaia DR2 3793743895297313408|TOI-5174
TIC 289574465|WASP-188|Gaia DR2 2095929368839731072
TOI-5205|Gaia DR2 1842656663520849024|TIC 419411415
TIC 259172249|TOI-5218|Gaia DR2 2263568371970517120
TIC 299220166|Gaia DR2 2132623993168462464|Kepler-426
Gaia DR2 2048174967505679488|TOI-5232|TIC 69356857
TOI-5238|Gaia DR2 1694625251248104832|TIC 219016883
TIC 268159861|Gaia DR2 2079000330051813504|Kepler-186
Gaia DR2 2107001283431633408|TIC 164458488|Kepler-62
TIC 857186|Gaia DR2 2618260274650146048|WASP-154
Gaia DR2 2640121486388076032|TIC 250111245|TOI-5293 A
TIC 58825110|TOI-5301|Gaia DR2 2776823148594090752
TIC 246965431|Gaia DR2 102461087706561024|TOI-5319
Gaia DR2 52359538285081728|TIC 16005254|TOI-5344
TIC 85266608|WASP-197|Gaia DR2 734156218947945216
TOI-5388|Gaia DR2 753585104807022080|TIC 407591297
TIC 8260536|Gaia DR2 750888548244441344|TOI-5398
TIC 158792051|Gaia DR2 2102911576914748032|Kepler-247
TIC 123416515|Kepler-83|Gaia DR2 2105261134483173632
Gaia DR2 2076970047474270208|KOI-94|TIC 273231214
Gaia DR2 2078832551450444032|TIC 272489533|Kepler-251
Gaia DR2 2050239300586448000|TIC 137099260|Kepler-1731
TIC 299158887|Gaia DR2 2132628489996257920|Kepler-63
TIC 63065911|Gaia DR2 2126576679217244160|Kepler-253
Gaia DR2 6443054270942726144|TIC 466206508|TOI-5542
Gaia DR2 2077556465126659456|TIC 270948636|Kepler-603
Gaia DR2 2076960598545789824|Kepler-11|TIC 169175503
TIC 154220877|Gaia DR2 1545570133528453888|TOI-5616
TOI-5634 A|TIC 119585136|Gaia DR2 3979511431397114752
TIC 299096355|Gaia DR2 2133476355197071616|Kepler-16
Kepler-908|TIC 139106731|Gaia DR2 2076194101502797952
TIC 209464063|TOI-5678|Gaia DR2 5048310370810634624
Gaia DR2 2073804411752924288|Kepler-911|TIC 171029578
Gaia DR2 1363205856494897024|TIC 193634953|TOI-5688 A
Gaia DR2 2103882548762598144|TIC 120576846|Kepler-907
OGLE-2019-BLG-0362|OGLE-2019-BLG-0362L
KMT-2021-BLG-0171L|KMT-2021-BLG-0171
KMT-2021-BLG-1689L|KMT-2021-BLG-1689
Gaia DR2 784983789642216320|TIC 148673433|TOI-5704
TIC 170251516|Gaia DR2 2073907392200330112|Kepler-912
TOI-5713|Gaia DR2 1560676770454324224|TIC 219041246
TOI-5720|Gaia DR2 3994047048130880384|TIC 230055368
Gaia DR2 1097091022864217472|TIC 71582156|TOI-5726
Kepler-2000|TIC 350814495|Gaia DR2 2132144056342471168
Kepler-913|TIC 169465273|Gaia DR2 2076924314661348736
Gaia DR2 2824770686019003904|HIP 116132 A|GJ 896 A|TIC 247985094
Kepler-312|Gaia DR2 2078450436800904448|TIC 274030824
Wolf 327|TIC 4918918|Gaia DR2 796185407950360192
Gaia DR2 2077243138673356928|Kepler-910|TIC 272178989
Kepler-914|TIC 159386728|Gaia DR2 2127019915540964224
HD 105618|Gaia DR2 3906803888551408000|TIC 397519199
TIC 389315309|HD 109988|Gaia DR2 6160221740968692992
TIC 51739133|Gaia DR2 3681795018676501120|HIP 62039|HD 110537
TIC 159096688|Gaia DR2 2127259505997243648|Kepler-909
Gaia DR2 4959271163279358208|TIC 115319029|HD 11112
Gaia DR2 2505825177666430592|TIC 328159699|HD 11505
TIC 233435627|Gaia DR2 1247279294695842432|HD 122562
TIC 421255607|Gaia DR2 5772625505422769024|HD 125271
HIP 70950|TIC 286992966|Gaia DR2 1480314599451475712|HD 127506
HD 135872|Gaia DR2 6334990316794611200|TIC 38948719
Gaia DR2 4415515934099120768|HD 136118|TIC 38991680|HIP 74948
HD 13724|Gaia DR2 4942867480584948352|TIC 7244844
TIC 179348425|HD 140901|Gaia DR2 6009538585839374336|HIP 77358
Gaia DR2 5984023937500025344|HD 144899|TIC 215687919
Gaia DR2 4383374219923745024|HD 149806|TIC 281738302|HIP 81375
Gaia DR2 4134094524223600640|TIC 12514017|HD 151450
HIP 83020 A|Gaia DR2 1408029509584967168|TIC 115582979|HD 153557
Gaia DR2 5801950515627094400|HD 155918|HIP 84988|TIC 311649327
Gaia DR2 5979460655025099776|HD 156098|TIC 152449405
Gaia DR2 4096449891854565760|TIC 167730892|HD 168863
HD 16905|Gaia DR2 4724771790072689664|TIC 358070171|HIP 12436
TIC 436933294|HIP 13642 A|Gaia DR2 116037204451525376|HD 18143
TIC 159396818|Gaia DR2 2127422890853328128|Kepler-915
TIC 300611942|Gaia DR2 6691193566928966528|HD 188641
HIP 98714|HD 190228|TIC 117905020|Gaia DR2 2029001447540053504
TIC 100272295|Gaia DR2 6475212134196589952|HD 194490
HIP 104436|Gaia DR2 6348288635054855680|HD 199509|TIC 401701660
Gaia DR2 6458219559945150336|HD 205158|TIC 316830331
HD 213519|TIC 200215494|Gaia DR2 1982946891164168576
TIC 12973036|Gaia DR2 2382836143445509120|HD 217958
Gaia DR2 4828528063821835648|HD 25912|TIC 237356930
Kepler-916|TIC 159581842|Gaia DR2 2127452543307810432
Gaia DR2 3205907595694244480|TIC 248644661|HD 28192
HD 29985|Gaia DR2 4868261081155110400|TIC 170867837
HD 457|TIC 120506209|Gaia DR2 4996584567835662848
TIC 22972926|HD 56957|Gaia DR2 5561488078545298176
HIP 36941|Gaia DR2 5214209564293214208|HD 62364|TIC 271972463
HD 62549|Gaia DR2 3056551894686671616|TIC 68061731
Gaia DR2 2132885157240180864|TIC 298896336|Kepler-50
Gaia DR2 5300239064919282816|TIC 386899832|HD 80883
Gaia DR2 5195752440555653504|HD 80913|TIC 309433928
Gaia DR2 5672053902679434112|HD 86065|TIC 101418130
Gaia DR2 3835743693290649728|HD 88072|TIC 344988456
Gaia DR2 3802693370192254336|HD 93351|TIC 318093199
Gaia DR2 3784271568265259904|HD 97037|TIC 143046056
Gaia DR2 5168359139139252352|TIC 9967949|GJ 2030
TIC 160004049|HIP 15799|HD 21175|GJ 3222
HIP 86057|TIC 325624908|Gaia DR2 5946986063684477056|GJ 680
Gaia DR2 6781117812601143168|GJ 9714|HD 199981|HIP 103768|TIC 92566472
TIC 373765355|HD 115404 A|Gaia DR2 3936909723803146368|HIP 64797 A
HD 12235|Gaia DR2 2511794495013074048|TIC 422679659
Gaia DR2 6835905927255271424|HD 203387|TIC 288329878
Gaia DR2 2131593785132997632|TIC 48450369|Kepler-408
TIC 7623762|Gaia DR2 4840909492463387136|HIP 19976
TIC 291466351|HIP 35965|Gaia DR2 5493625121366825984
Gaia DR2 788340461203094912|TIC 406781410|HIP 55507
TIC 120523708|Gaia DR2 4996711836306613120|HIP 948
OGLE-2019-BLG-1470L A|OGLE-2019-BLG-1470 A
TIC 40292751|Gaia DR2 2032764938419327616|TOI-5786
